351 	 Q0 	 FT934-4848           	 0       	 116.8261 	 RUN
383 	 Q0 	 FBIS3-41105          	 41      	 43.4255 	 RUN
383 	 Q0 	 LA031990-0127        	 42      	 43.2742 	 RUN
383 	 Q0 	 LA112790-0002        	 43      	 43.1319 	 RUN
383 	 Q0 	 LA111689-0162        	 44      	 43.1004 	 RUN
383 	 Q0 	 FR941227-1-00030     	 45      	 42.8401 	 RUN
383 	 Q0 	 FT924-1386           	 46      	 42.7528 	 RUN
383 	 Q0 	 FT942-16465          	 47      	 42.4830 	 RUN
383 	 Q0 	 FR940202-2-00114     	 48      	 42.2604 	 RUN
383 	 Q0 	 FR941021-1-00037     	 49      	 42.0193 	 RUN
383 	 Q0 	 FT932-12232          	 50      	 41.9543 	 RUN
383 	 Q0 	 FR941006-1-00125     	 51      	 41.9056 	 RUN
383 	 Q0 	 LA101989-0196        	 52      	 41.8768 	 RUN
383 	 Q0 	 LA021890-0038        	 53      	 41.8763 	 RUN
383 	 Q0 	 FT933-1431           	 54      	 41.7114 	 RUN
383 	 Q0 	 LA032290-0148        	 55      	 41.6595 	 RUN
383 	 Q0 	 FR940805-1-00086     	 56      	 41.6391 	 RUN
383 	 Q0 	 LA102289-0219        	 57      	 41.5503 	 RUN
383 	 Q0 	 FBIS3-24623          	 58      	 41.4005 	 RUN
383 	 Q0 	 FR940512-2-00176     	 59      	 41.2568 	 RUN
383 	 Q0 	 FR941221-1-00009     	 60      	 41.2123 	 RUN
383 	 Q0 	 FR940822-0-00067     	 61      	 41.1432 	 RUN
383 	 Q0 	 LA092889-0071        	 62      	 41.0970 	 RUN
383 	 Q0 	 FT933-437            	 63      	 41.0460 	 RUN
383 	 Q0 	 FR940705-2-00172     	 64      	 41.0014 	 RUN
383 	 Q0 	 LA031490-0138        	 65      	 40.8869 	 RUN
383 	 Q0 	 FR940406-0-00033     	 66      	 40.6191 	 RUN
383 	 Q0 	 FR940725-2-00069     	 67      	 40.3735 	 RUN
383 	 Q0 	 FT933-11998          	 68      	 40.3422 	 RUN
383 	 Q0 	 FR941128-2-00069     	 69      	 40.2918 	 RUN
383 	 Q0 	 LA100889-0040        	 70      	 40.2530 	 RUN
383 	 Q0 	 FR940128-1-00031     	 71      	 40.2213 	 RUN
383 	 Q0 	 FR940627-2-00074     	 72      	 40.1036 	 RUN
383 	 Q0 	 FR940805-1-00071     	 73      	 40.1034 	 RUN
383 	 Q0 	 FBIS3-59753          	 74      	 40.0235 	 RUN
383 	 Q0 	 FBIS3-43068          	 75      	 40.0198 	 RUN
383 	 Q0 	 FT933-4150           	 76      	 39.9560 	 RUN
383 	 Q0 	 FR940527-2-00068     	 77      	 39.8978 	 RUN
383 	 Q0 	 FR940429-0-00134     	 78      	 39.7270 	 RUN
383 	 Q0 	 FT933-7438           	 79      	 39.6512 	 RUN
383 	 Q0 	 LA082290-0101        	 80      	 39.3829 	 RUN
383 	 Q0 	 FR941027-2-00066     	 81      	 39.3661 	 RUN
383 	 Q0 	 LA112790-0137        	 82      	 39.3296 	 RUN
383 	 Q0 	 FR940922-1-00066     	 83      	 39.1834 	 RUN
383 	 Q0 	 LA071990-0180        	 84      	 39.0115 	 RUN
383 	 Q0 	 FR940928-1-00051     	 85      	 38.9803 	 RUN
383 	 Q0 	 FT944-17394          	 86      	 38.9524 	 RUN
383 	 Q0 	 FT933-4019           	 87      	 38.8536 	 RUN
383 	 Q0 	 FR940922-2-00127     	 88      	 38.8468 	 RUN
383 	 Q0 	 FR940913-2-00059     	 89      	 38.7987 	 RUN
383 	 Q0 	 LA070989-0053        	 90      	 38.7383 	 RUN
383 	 Q0 	 FR940719-2-00089     	 91      	 38.7202 	 RUN
383 	 Q0 	 LA021590-0154        	 92      	 38.6321 	 RUN
383 	 Q0 	 FR940620-2-00038     	 93      	 38.6202 	 RUN
383 	 Q0 	 FR940728-2-00025     	 94      	 38.4477 	 RUN
383 	 Q0 	 LA032289-0094        	 95      	 38.3784 	 RUN
383 	 Q0 	 LA031490-0076        	 96      	 38.3476 	 RUN
383 	 Q0 	 FR941107-0-00034     	 97      	 38.3450 	 RUN
383 	 Q0 	 FT931-2027           	 98      	 38.3180 	 RUN
383 	 Q0 	 LA102290-0023        	 99      	 38.3139 	 RUN
383 	 Q0 	 LA012989-0129        	 100     	 38.2563 	 RUN
383 	 Q0 	 FT923-8708           	 101     	 38.2258 	 RUN
383 	 Q0 	 FR941205-0-00061     	 102     	 38.2042 	 RUN
383 	 Q0 	 FR940404-0-00021     	 103     	 38.1811 	 RUN
383 	 Q0 	 FR940819-1-00039     	 104     	 38.0846 	 RUN
383 	 Q0 	 FR940217-2-00060     	 105     	 38.0692 	 RUN
383 	 Q0 	 FR941116-2-00048     	 106     	 38.0462 	 RUN
383 	 Q0 	 FBIS4-45491          	 107     	 38.0351 	 RUN
383 	 Q0 	 LA112889-0140        	 108     	 38.0325 	 RUN
383 	 Q0 	 FT931-15649          	 109     	 37.8310 	 RUN
383 	 Q0 	 FT923-11709          	 110     	 37.8277 	 RUN
383 	 Q0 	 FR940512-2-00165     	 111     	 37.8251 	 RUN
383 	 Q0 	 FR940727-2-00065     	 112     	 37.6650 	 RUN
383 	 Q0 	 FR940816-2-00060     	 113     	 37.6367 	 RUN
383 	 Q0 	 FR940203-1-00069     	 114     	 37.5911 	 RUN
383 	 Q0 	 FR940906-2-00055     	 115     	 37.5443 	 RUN
383 	 Q0 	 LA120490-0092        	 116     	 37.4551 	 RUN
383 	 Q0 	 FR941007-2-00138     	 117     	 37.3845 	 RUN
383 	 Q0 	 LA092790-0201        	 118     	 37.3695 	 RUN
383 	 Q0 	 FR940707-1-00022     	 119     	 37.3356 	 RUN
383 	 Q0 	 FR940428-1-00007     	 120     	 37.3194 	 RUN
383 	 Q0 	 FR941021-2-00078     	 121     	 37.3126 	 RUN
383 	 Q0 	 FR940314-1-00041     	 122     	 37.1463 	 RUN
383 	 Q0 	 FT934-2394           	 123     	 37.0605 	 RUN
383 	 Q0 	 FR940822-0-00077     	 124     	 37.0591 	 RUN
383 	 Q0 	 LA031089-0050        	 125     	 37.0436 	 RUN
383 	 Q0 	 FT933-11264          	 126     	 36.7897 	 RUN
383 	 Q0 	 FR940822-2-00054     	 127     	 36.7821 	 RUN
383 	 Q0 	 FR940216-0-00003     	 128     	 36.7614 	 RUN
383 	 Q0 	 LA051590-0064        	 129     	 36.7316 	 RUN
383 	 Q0 	 LA082489-0024        	 130     	 36.7026 	 RUN
383 	 Q0 	 FR940513-2-00089     	 131     	 36.6969 	 RUN
383 	 Q0 	 FR940819-0-00037     	 132     	 36.6961 	 RUN
383 	 Q0 	 FR940805-1-00109     	 133     	 36.6953 	 RUN
383 	 Q0 	 FR940127-1-00069     	 134     	 36.6444 	 RUN
383 	 Q0 	 FT942-13146          	 135     	 36.6318 	 RUN
383 	 Q0 	 FR940819-1-00041     	 136     	 36.6118 	 RUN
383 	 Q0 	 FT932-2516           	 137     	 36.5944 	 RUN
383 	 Q0 	 FT934-1290           	 138     	 36.5872 	 RUN
383 	 Q0 	 FR940725-0-00110     	 139     	 36.5734 	 RUN
383 	 Q0 	 FR940418-2-00054     	 140     	 36.4656 	 RUN
383 	 Q0 	 FR940324-2-00084     	 141     	 36.4229 	 RUN
383 	 Q0 	 FR940222-1-00006     	 142     	 36.4182 	 RUN
383 	 Q0 	 FR940324-2-00083     	 143     	 36.3917 	 RUN
383 	 Q0 	 LA092889-0152        	 144     	 36.3624 	 RUN
383 	 Q0 	 FR940706-2-00062     	 145     	 36.3179 	 RUN
383 	 Q0 	 LA012690-0100        	 146     	 36.3109 	 RUN
383 	 Q0 	 FBIS4-67257          	 147     	 36.3052 	 RUN
383 	 Q0 	 FR940722-0-00037     	 148     	 36.3015 	 RUN
383 	 Q0 	 FBIS4-57568          	 149     	 36.2703 	 RUN
383 	 Q0 	 LA051689-0061        	 150     	 36.2616 	 RUN
383 	 Q0 	 LA121189-0102        	 151     	 36.2147 	 RUN
383 	 Q0 	 LA083189-0200        	 152     	 36.1853 	 RUN
383 	 Q0 	 FR940414-0-00029     	 153     	 36.1543 	 RUN
383 	 Q0 	 FR941021-2-00079     	 154     	 36.1216 	 RUN
383 	 Q0 	 LA052190-0106        	 155     	 36.0688 	 RUN
383 	 Q0 	 FR940216-0-00002     	 156     	 36.0673 	 RUN
383 	 Q0 	 FR940318-2-00106     	 157     	 36.0645 	 RUN
383 	 Q0 	 FR940414-2-00046     	 158     	 36.0645 	 RUN
383 	 Q0 	 FT941-15165          	 159     	 36.0540 	 RUN
383 	 Q0 	 FR940513-2-00106     	 160     	 36.0040 	 RUN
383 	 Q0 	 FR941021-1-00050     	 161     	 35.9298 	 RUN
383 	 Q0 	 FR940922-2-00126     	 162     	 35.9212 	 RUN
383 	 Q0 	 FR941021-2-00077     	 163     	 35.9197 	 RUN
383 	 Q0 	 FR940816-0-00005     	 164     	 35.9125 	 RUN
383 	 Q0 	 FT924-2087           	 165     	 35.9017 	 RUN
383 	 Q0 	 FR941028-2-00176     	 166     	 35.9015 	 RUN
383 	 Q0 	 FBIS4-3370           	 167     	 35.8956 	 RUN
383 	 Q0 	 FR941117-1-00028     	 168     	 35.8822 	 RUN
383 	 Q0 	 FR941007-2-00139     	 169     	 35.8772 	 RUN
383 	 Q0 	 FR941025-2-00062     	 170     	 35.8759 	 RUN
383 	 Q0 	 LA090189-0106        	 171     	 35.7987 	 RUN
383 	 Q0 	 FT932-13133          	 172     	 35.7970 	 RUN
383 	 Q0 	 FR940907-2-00055     	 173     	 35.7969 	 RUN
383 	 Q0 	 FR940610-2-00076     	 174     	 35.7217 	 RUN
383 	 Q0 	 LA062489-0059        	 175     	 35.6830 	 RUN
383 	 Q0 	 LA103189-0060        	 176     	 35.6676 	 RUN
383 	 Q0 	 FT944-12615          	 177     	 35.6364 	 RUN
383 	 Q0 	 FR941116-0-00072     	 178     	 35.5889 	 RUN
383 	 Q0 	 FR940426-2-00055     	 179     	 35.5786 	 RUN
383 	 Q0 	 FR940816-2-00062     	 180     	 35.5571 	 RUN
383 	 Q0 	 FR940922-2-00125     	 181     	 35.5390 	 RUN
383 	 Q0 	 FT941-5246           	 182     	 35.5355 	 RUN
383 	 Q0 	 FR941205-2-00170     	 183     	 35.4874 	 RUN
383 	 Q0 	 FR940912-2-00072     	 184     	 35.4327 	 RUN
383 	 Q0 	 LA062590-0042        	 185     	 35.4277 	 RUN
383 	 Q0 	 FR940128-1-00033     	 186     	 35.3886 	 RUN
383 	 Q0 	 FR941004-1-00075     	 187     	 35.2765 	 RUN
383 	 Q0 	 FR941003-0-00065     	 188     	 35.2328 	 RUN
383 	 Q0 	 FR941230-2-00147     	 189     	 35.2228 	 RUN
383 	 Q0 	 FR940128-1-00100     	 190     	 35.1390 	 RUN
383 	 Q0 	 LA061390-0007        	 191     	 35.1027 	 RUN
383 	 Q0 	 FR941021-1-00038     	 192     	 35.0965 	 RUN
383 	 Q0 	 FR940414-2-00023     	 193     	 35.0867 	 RUN
383 	 Q0 	 FR940805-1-00144     	 194     	 35.0836 	 RUN
383 	 Q0 	 FR940721-2-00049     	 195     	 35.0822 	 RUN
383 	 Q0 	 LA020190-0010        	 196     	 35.0620 	 RUN
383 	 Q0 	 LA081990-0088        	 197     	 35.0494 	 RUN
383 	 Q0 	 FR940513-0-00063     	 198     	 35.0386 	 RUN
383 	 Q0 	 FT911-2621           	 199     	 34.9989 	 RUN
383 	 Q0 	 LA022689-0008        	 200     	 34.9933 	 RUN
383 	 Q0 	 FR940819-0-00036     	 201     	 34.9897 	 RUN
383 	 Q0 	 FBIS3-61574          	 202     	 34.9770 	 RUN
383 	 Q0 	 FR940830-1-00096     	 203     	 34.9698 	 RUN
383 	 Q0 	 FR940819-1-00040     	 204     	 34.9437 	 RUN
383 	 Q0 	 LA111590-0041        	 205     	 34.9083 	 RUN
383 	 Q0 	 FR940721-1-00079     	 206     	 34.8752 	 RUN
383 	 Q0 	 FR940118-1-00003     	 207     	 34.7910 	 RUN
383 	 Q0 	 FR940727-2-00055     	 208     	 34.7602 	 RUN
383 	 Q0 	 FT943-10078          	 209     	 34.7508 	 RUN
383 	 Q0 	 FT921-14180          	 210     	 34.7433 	 RUN
383 	 Q0 	 LA022190-0106        	 211     	 34.7409 	 RUN
383 	 Q0 	 FR940104-0-00034     	 212     	 34.7302 	 RUN
383 	 Q0 	 FR941028-2-00034     	 213     	 34.6972 	 RUN
383 	 Q0 	 FR940810-2-00069     	 214     	 34.6479 	 RUN
383 	 Q0 	 FR940413-2-00071     	 215     	 34.6479 	 RUN
383 	 Q0 	 FT942-10254          	 216     	 34.6436 	 RUN
383 	 Q0 	 FR940725-0-00088     	 217     	 34.6150 	 RUN
383 	 Q0 	 LA083089-0071        	 218     	 34.6146 	 RUN
383 	 Q0 	 FT933-7584           	 219     	 34.6046 	 RUN
383 	 Q0 	 FR940318-2-00105     	 220     	 34.5874 	 RUN
383 	 Q0 	 FR940318-2-00109     	 221     	 34.5874 	 RUN
383 	 Q0 	 FR941202-0-00186     	 222     	 34.5211 	 RUN
383 	 Q0 	 LA012190-0203        	 223     	 34.5133 	 RUN
383 	 Q0 	 FR940831-1-00024     	 224     	 34.5031 	 RUN
383 	 Q0 	 FR940523-2-00061     	 225     	 34.5001 	 RUN
383 	 Q0 	 LA062190-0024        	 226     	 34.4663 	 RUN
383 	 Q0 	 LA010290-0087        	 227     	 34.4588 	 RUN
383 	 Q0 	 FR940725-0-00107     	 228     	 34.4579 	 RUN
383 	 Q0 	 FR941117-1-00030     	 229     	 34.4554 	 RUN
383 	 Q0 	 FR940721-2-00058     	 230     	 34.4394 	 RUN
383 	 Q0 	 FR940405-1-00038     	 231     	 34.4377 	 RUN
383 	 Q0 	 FR940324-2-00076     	 232     	 34.4336 	 RUN
383 	 Q0 	 FR940513-1-00111     	 233     	 34.4335 	 RUN
383 	 Q0 	 LA082690-0150        	 234     	 34.4223 	 RUN
383 	 Q0 	 FR940922-2-00124     	 235     	 34.4211 	 RUN
383 	 Q0 	 FT942-8823           	 236     	 34.4178 	 RUN
383 	 Q0 	 FR941212-0-00090     	 237     	 34.4026 	 RUN
383 	 Q0 	 FR940419-2-00079     	 238     	 34.3666 	 RUN
383 	 Q0 	 FR940805-1-00098     	 239     	 34.3603 	 RUN
383 	 Q0 	 FR940512-2-00178     	 240     	 34.3385 	 RUN
383 	 Q0 	 LA101289-0068        	 241     	 34.3369 	 RUN
383 	 Q0 	 FR940725-0-00095     	 242     	 34.3313 	 RUN
383 	 Q0 	 LA011389-0025        	 243     	 34.3059 	 RUN
383 	 Q0 	 LA032490-0123        	 244     	 34.3053 	 RUN
383 	 Q0 	 LA112789-0001        	 245     	 34.2953 	 RUN
383 	 Q0 	 FBIS4-22568          	 246     	 34.2722 	 RUN
383 	 Q0 	 FR940202-2-00180     	 247     	 34.2563 	 RUN
383 	 Q0 	 LA072889-0061        	 248     	 34.2557 	 RUN
383 	 Q0 	 FR940224-0-00057     	 249     	 34.2175 	 RUN
383 	 Q0 	 LA031890-0074        	 250     	 34.2150 	 RUN
383 	 Q0 	 LA092589-0072        	 251     	 34.2068 	 RUN
383 	 Q0 	 FR940711-2-00093     	 252     	 34.1673 	 RUN
383 	 Q0 	 LA091989-0016        	 253     	 34.1658 	 RUN
383 	 Q0 	 FR940222-0-00038     	 254     	 34.1312 	 RUN
383 	 Q0 	 FR940805-1-00137     	 255     	 34.1261 	 RUN
383 	 Q0 	 LA021989-0101        	 256     	 34.0947 	 RUN
383 	 Q0 	 FR940617-1-00094     	 257     	 34.0169 	 RUN
383 	 Q0 	 FT942-9789           	 258     	 33.9893 	 RUN
383 	 Q0 	 FR940318-0-00135     	 259     	 33.9886 	 RUN
383 	 Q0 	 LA073090-0091        	 260     	 33.9589 	 RUN
383 	 Q0 	 FBIS4-67319          	 261     	 33.9318 	 RUN
383 	 Q0 	 LA091389-0099        	 262     	 33.9158 	 RUN
383 	 Q0 	 FR941012-2-00174     	 263     	 33.8836 	 RUN
383 	 Q0 	 LA101290-0069        	 264     	 33.8724 	 RUN
383 	 Q0 	 FR940902-0-00111     	 265     	 33.8709 	 RUN
383 	 Q0 	 LA051090-0057        	 266     	 33.8616 	 RUN
383 	 Q0 	 LA071489-0002        	 267     	 33.7779 	 RUN
383 	 Q0 	 FT933-2215           	 268     	 33.7437 	 RUN
383 	 Q0 	 FR940405-2-00043     	 269     	 33.7389 	 RUN
383 	 Q0 	 FR940302-0-00017     	 270     	 33.7293 	 RUN
383 	 Q0 	 FT943-10045          	 271     	 33.7270 	 RUN
383 	 Q0 	 FT943-4040           	 272     	 33.6908 	 RUN
383 	 Q0 	 LA120389-0139        	 273     	 33.6710 	 RUN
383 	 Q0 	 LA071690-0098        	 274     	 33.6646 	 RUN
383 	 Q0 	 FR940304-2-00060     	 275     	 33.6541 	 RUN
383 	 Q0 	 FBIS3-27452          	 276     	 33.6246 	 RUN
383 	 Q0 	 LA111190-0161        	 277     	 33.5592 	 RUN
383 	 Q0 	 LA012490-0137        	 278     	 33.5455 	 RUN
383 	 Q0 	 FR940328-2-00119     	 279     	 33.5389 	 RUN
383 	 Q0 	 LA092090-0188        	 280     	 33.4917 	 RUN
383 	 Q0 	 FR940616-0-00098     	 281     	 33.4917 	 RUN
383 	 Q0 	 LA090789-0051        	 282     	 33.4900 	 RUN
383 	 Q0 	 FR940428-1-00004     	 283     	 33.4839 	 RUN
383 	 Q0 	 FR940407-0-00090     	 284     	 33.4701 	 RUN
383 	 Q0 	 FR941003-0-00060     	 285     	 33.4427 	 RUN
383 	 Q0 	 FR940926-0-00022     	 286     	 33.4361 	 RUN
383 	 Q0 	 LA040190-0177        	 287     	 33.4188 	 RUN
383 	 Q0 	 LA062389-0002        	 288     	 33.4143 	 RUN
383 	 Q0 	 FT942-11804          	 289     	 33.3484 	 RUN
383 	 Q0 	 LA051290-0158        	 290     	 33.3434 	 RUN
383 	 Q0 	 LA042690-0154        	 291     	 33.3434 	 RUN
383 	 Q0 	 FT943-10414          	 292     	 33.3393 	 RUN
383 	 Q0 	 LA120389-0001        	 293     	 33.2914 	 RUN
383 	 Q0 	 FR941021-1-00065     	 294     	 33.2701 	 RUN
383 	 Q0 	 FR940830-2-00078     	 295     	 33.2284 	 RUN
383 	 Q0 	 FR941021-1-00062     	 296     	 33.2225 	 RUN
383 	 Q0 	 FR940722-1-00029     	 297     	 33.1891 	 RUN
383 	 Q0 	 LA070689-0080        	 298     	 33.1871 	 RUN
383 	 Q0 	 FT944-12240          	 299     	 33.1855 	 RUN
383 	 Q0 	 LA050389-0010        	 300     	 33.1717 	 RUN
383 	 Q0 	 FR940324-2-00064     	 301     	 33.1626 	 RUN
383 	 Q0 	 FR940324-2-00020     	 302     	 33.1451 	 RUN
383 	 Q0 	 FR941205-2-00024     	 303     	 33.1007 	 RUN
383 	 Q0 	 FR940810-1-00026     	 304     	 33.0985 	 RUN
383 	 Q0 	 FR940407-2-00042     	 305     	 33.0669 	 RUN
383 	 Q0 	 FR940627-2-00035     	 306     	 33.0657 	 RUN
383 	 Q0 	 FR940128-0-00056     	 307     	 33.0386 	 RUN
383 	 Q0 	 LA020589-0074        	 308     	 32.9999 	 RUN
383 	 Q0 	 FR941130-0-00122     	 309     	 32.9855 	 RUN
383 	 Q0 	 LA081989-0055        	 310     	 32.9791 	 RUN
383 	 Q0 	 FR940318-0-00230     	 311     	 32.9724 	 RUN
383 	 Q0 	 FT931-2736           	 312     	 32.9415 	 RUN
383 	 Q0 	 FT922-11923          	 313     	 32.9387 	 RUN
383 	 Q0 	 FR940511-0-00055     	 314     	 32.8739 	 RUN
383 	 Q0 	 LA111589-0034        	 315     	 32.8607 	 RUN
383 	 Q0 	 FR940926-2-00044     	 316     	 32.8581 	 RUN
383 	 Q0 	 FR940812-0-00073     	 317     	 32.8576 	 RUN
383 	 Q0 	 FT941-16859          	 318     	 32.8370 	 RUN
383 	 Q0 	 LA100889-0135        	 319     	 32.8226 	 RUN
383 	 Q0 	 LA060789-0151        	 320     	 32.8222 	 RUN
383 	 Q0 	 LA092689-0015        	 321     	 32.8208 	 RUN
383 	 Q0 	 FR940104-2-00039     	 322     	 32.7637 	 RUN
383 	 Q0 	 LA011589-0116        	 323     	 32.7403 	 RUN
383 	 Q0 	 FR940317-0-00040     	 324     	 32.7312 	 RUN
383 	 Q0 	 LA022389-0035        	 325     	 32.6821 	 RUN
383 	 Q0 	 LA111689-0153        	 326     	 32.6742 	 RUN
383 	 Q0 	 FR940203-1-00035     	 327     	 32.6504 	 RUN
383 	 Q0 	 FBIS3-47304          	 328     	 32.6345 	 RUN
383 	 Q0 	 FR940202-1-00055     	 329     	 32.6280 	 RUN
383 	 Q0 	 FR940602-2-00079     	 330     	 32.6264 	 RUN
383 	 Q0 	 FR941116-2-00090     	 331     	 32.6158 	 RUN
383 	 Q0 	 FR941117-1-00011     	 332     	 32.5804 	 RUN
383 	 Q0 	 FR940202-0-00032     	 333     	 32.5779 	 RUN
383 	 Q0 	 FT942-6984           	 334     	 32.5513 	 RUN
383 	 Q0 	 LA112189-0078        	 335     	 32.5506 	 RUN
383 	 Q0 	 FR940616-2-00073     	 336     	 32.5371 	 RUN
383 	 Q0 	 FBIS4-45335          	 337     	 32.4814 	 RUN
383 	 Q0 	 FR941202-0-00182     	 338     	 32.4796 	 RUN
383 	 Q0 	 FR940112-2-00083     	 339     	 32.4529 	 RUN
383 	 Q0 	 LA120489-0008        	 340     	 32.4434 	 RUN
383 	 Q0 	 FBIS4-67034          	 341     	 32.4276 	 RUN
383 	 Q0 	 FR940803-1-00030     	 342     	 32.4104 	 RUN
383 	 Q0 	 LA111190-0175        	 343     	 32.3995 	 RUN
383 	 Q0 	 LA100790-0251        	 344     	 32.3966 	 RUN
383 	 Q0 	 FR941028-2-00206     	 345     	 32.3965 	 RUN
383 	 Q0 	 FR940128-1-00041     	 346     	 32.3881 	 RUN
383 	 Q0 	 FR940426-2-00052     	 347     	 32.3714 	 RUN
383 	 Q0 	 FT933-735            	 348     	 32.3564 	 RUN
383 	 Q0 	 LA121490-0118        	 349     	 32.3520 	 RUN
383 	 Q0 	 FBIS4-50164          	 350     	 32.3240 	 RUN
383 	 Q0 	 FR940527-0-00053     	 351     	 32.3120 	 RUN
383 	 Q0 	 FT933-14628          	 352     	 32.3094 	 RUN
383 	 Q0 	 FR941012-2-00176     	 353     	 32.2919 	 RUN
383 	 Q0 	 FR940412-2-00025     	 354     	 32.2839 	 RUN
383 	 Q0 	 FT933-13608          	 355     	 32.2768 	 RUN
383 	 Q0 	 FR940128-2-00131     	 356     	 32.2739 	 RUN
383 	 Q0 	 LA111089-0132        	 357     	 32.2711 	 RUN
383 	 Q0 	 LA031390-0113        	 358     	 32.2639 	 RUN
383 	 Q0 	 LA020990-0098        	 359     	 32.2633 	 RUN
383 	 Q0 	 FT944-9872           	 360     	 32.2521 	 RUN
383 	 Q0 	 FR940804-2-00088     	 361     	 32.2488 	 RUN
383 	 Q0 	 FR940721-2-00065     	 362     	 32.2354 	 RUN
383 	 Q0 	 FR941003-0-00069     	 363     	 32.2328 	 RUN
383 	 Q0 	 FR940805-1-00120     	 364     	 32.2208 	 RUN
383 	 Q0 	 FR940214-1-00036     	 365     	 32.2134 	 RUN
383 	 Q0 	 FR940919-2-00092     	 366     	 32.2061 	 RUN
383 	 Q0 	 LA022489-0077        	 367     	 32.2035 	 RUN
383 	 Q0 	 FR940404-2-00089     	 368     	 32.1825 	 RUN
383 	 Q0 	 LA101190-0070        	 369     	 32.1798 	 RUN
383 	 Q0 	 LA040989-0055        	 370     	 32.1761 	 RUN
383 	 Q0 	 FR941003-0-00036     	 371     	 32.1732 	 RUN
383 	 Q0 	 FT933-11587          	 372     	 32.1631 	 RUN
383 	 Q0 	 FR941202-0-00183     	 373     	 32.1408 	 RUN
383 	 Q0 	 FR940512-2-00172     	 374     	 32.1385 	 RUN
383 	 Q0 	 FR940725-0-00096     	 375     	 32.1213 	 RUN
383 	 Q0 	 LA121490-0143        	 376     	 32.1149 	 RUN
383 	 Q0 	 LA092789-0015        	 377     	 32.1096 	 RUN
383 	 Q0 	 FR941207-0-00029     	 378     	 32.1094 	 RUN
383 	 Q0 	 FBIS4-36088          	 379     	 32.1032 	 RUN
383 	 Q0 	 FT943-563            	 380     	 32.0990 	 RUN
383 	 Q0 	 FT934-8402           	 381     	 32.0935 	 RUN
383 	 Q0 	 FT943-12622          	 382     	 32.0864 	 RUN
383 	 Q0 	 FR941117-1-00016     	 383     	 32.0855 	 RUN
383 	 Q0 	 FR940318-2-00107     	 384     	 32.0248 	 RUN
383 	 Q0 	 FR940511-2-00097     	 385     	 32.0248 	 RUN
383 	 Q0 	 LA052690-0134        	 386     	 31.9956 	 RUN
383 	 Q0 	 FR940324-2-00063     	 387     	 31.9920 	 RUN
383 	 Q0 	 FR940407-2-00043     	 388     	 31.9739 	 RUN
383 	 Q0 	 LA113089-0119        	 389     	 31.9706 	 RUN
383 	 Q0 	 FT911-550            	 390     	 31.9686 	 RUN
383 	 Q0 	 FR940728-2-00090     	 391     	 31.9643 	 RUN
383 	 Q0 	 FR940318-2-00108     	 392     	 31.9643 	 RUN
383 	 Q0 	 FR940318-2-00110     	 393     	 31.9643 	 RUN
383 	 Q0 	 FT932-3687           	 394     	 31.9633 	 RUN
383 	 Q0 	 FR941011-2-00090     	 395     	 31.9407 	 RUN
383 	 Q0 	 FR940328-0-00049     	 396     	 31.9300 	 RUN
383 	 Q0 	 FR940118-2-00041     	 397     	 31.8999 	 RUN
383 	 Q0 	 FR940513-2-00107     	 398     	 31.8999 	 RUN
383 	 Q0 	 FR940513-2-00108     	 399     	 31.8999 	 RUN
383 	 Q0 	 LA111290-0137        	 400     	 31.8968 	 RUN
383 	 Q0 	 LA042990-0164        	 401     	 31.8521 	 RUN
383 	 Q0 	 LA071289-0145        	 402     	 31.8105 	 RUN
383 	 Q0 	 FT934-3850           	 403     	 31.7950 	 RUN
383 	 Q0 	 FR940620-2-00118     	 404     	 31.7808 	 RUN
383 	 Q0 	 FR941117-0-00012     	 405     	 31.7539 	 RUN
383 	 Q0 	 LA091589-0039        	 406     	 31.7482 	 RUN
383 	 Q0 	 FBIS3-60412          	 407     	 31.7455 	 RUN
383 	 Q0 	 LA123190-0042        	 408     	 31.7293 	 RUN
383 	 Q0 	 FR940222-0-00037     	 409     	 31.7213 	 RUN
383 	 Q0 	 FT911-4557           	 410     	 31.7048 	 RUN
383 	 Q0 	 FR940104-0-00032     	 411     	 31.7045 	 RUN
383 	 Q0 	 LA071789-0072        	 412     	 31.6985 	 RUN
383 	 Q0 	 FR940318-2-00111     	 413     	 31.6921 	 RUN
383 	 Q0 	 FR940405-2-00070     	 414     	 31.6877 	 RUN
383 	 Q0 	 FR941128-2-00187     	 415     	 31.6869 	 RUN
383 	 Q0 	 FR940516-0-00065     	 416     	 31.6817 	 RUN
383 	 Q0 	 FR941117-1-00036     	 417     	 31.6802 	 RUN
383 	 Q0 	 LA030889-0123        	 418     	 31.6638 	 RUN
383 	 Q0 	 LA062889-0034        	 419     	 31.6580 	 RUN
383 	 Q0 	 FR940819-0-00049     	 420     	 31.6503 	 RUN
383 	 Q0 	 LA121690-0204        	 421     	 31.6280 	 RUN
383 	 Q0 	 LA082789-0126        	 422     	 31.6280 	 RUN
383 	 Q0 	 FR940414-2-00021     	 423     	 31.6253 	 RUN
383 	 Q0 	 FR940906-2-00145     	 424     	 31.6046 	 RUN
383 	 Q0 	 FR940425-2-00069     	 425     	 31.5467 	 RUN
383 	 Q0 	 LA082490-0055        	 426     	 31.5467 	 RUN
383 	 Q0 	 FR940324-2-00094     	 427     	 31.5467 	 RUN
383 	 Q0 	 FR940523-2-00059     	 428     	 31.5464 	 RUN
